disease,f1,rouge1,rouge2,rougeL,bleu4
集合不足和过强的中医治疗方法有哪些。,0.1887640449438202,0.18594103820630306,0.04268292186068619,0.1496598590679811,0.01467160698708917
闭锁验的中医治疗方法有哪些。,0.02457002457002457,0.01990049268186548,0.0,0.01990049268186548,0.0009844246968679555
渗出性视网膜脱离的中医治疗方法有哪些。,0.2505910165484634,0.2488038227540579,0.04968943600772589,0.20095693280190485,0.01950346987956967
变应性鼻炎的中医治疗方法有哪些。,0.20673076923076925,0.20437955704453573,0.05254515102073219,0.17031629670390316,0.020140795705765407
静脉窦血栓形成的中医治疗方法有哪些。,0.3086680761099366,0.3070362423347776,0.06408544228805335,0.2132196112047137,0.018290638059601547
高钠血症的中医治疗方法有哪些。,0.029055690072639227,0.024570019588890768,0.0,0.024570019588890768,0.0027942124896539614
老年性耳聋的中医治疗方法有哪些。,0.30357142857142855,0.30120481432355933,0.07302230749519677,0.24096385046813773,0.023301407762041645
腹主动脉血栓形成综合征的中医治疗方法有哪些。,0.20759493670886076,0.2046035755629543,0.055737699957216245,0.17391303847855533,0.012895298136030036
拔牙创出血的中医治疗方法有哪些。,0.2802197802197802,0.27777777279645066,0.050541511320817904,0.18888888390756184,0.01567262766270281
多胎的中医治疗方法有哪些。,0.29691876750700286,0.29461755891950026,0.056939497315320574,0.24929177988267306,0.012232020787038177
唾液腺交界性肿瘤的中医治疗方法有哪些。,0.2162162162162162,0.21393034327108254,0.05103667761666067,0.1592039751118786,0.01577113400025181
艾滋病性视神经病变的中医治疗方法有哪些。,0.21505376344086025,0.2130434733247638,0.05563689105355155,0.14347825593345956,0.02810966096813924
肠鸣音亢进的中医治疗方法有哪些。,0.14482758620689656,0.13986013500097821,0.0544217641486833,0.1328671280079712,0.013154180399813541
小儿急性支气管炎的中医治疗方法有哪些。,0.19464720194647203,0.19164618678168913,0.04180063815758787,0.1228501179856204,0.014254784447066524
血翳包睛的中医治疗方法有哪些。,0.23180592991913745,0.22888282878750316,0.04832713261722525,0.17983650726161765,0.019124921920912735
增殖性脓皮病的中医治疗方法有哪些。,0.208067940552017,0.2055674468586679,0.04768582950290098,0.1456102734111305,0.013871508980809969
生殖器疱疹的中医治疗方法有哪些。,0.2920353982300885,0.29017856642897005,0.06321838584175625,0.21428570928611299,0.031192007961827518
膀胱癌的中医治疗方法有哪些。,0.18475750577367206,0.1818181770144697,0.06182379719490066,0.16317015836645107,0.02549879967627026
良性高血压的中医治疗方法有哪些。,0.22541966426858512,0.2227602855583372,0.054313094090580126,0.1791767504493784,0.012991981655917452
创伤后唇畸形的中医治疗方法有哪些。,0.15625000000000003,0.15315314822711243,0.027231462476100716,0.11711711219107641,0.006283523959514195
紧张性头痛的中医治疗方法有哪些。,0.024999999999999998,0.02020201531680559,0.0,0.02020201531680559,0.0027539896100411665
屈光不正合并白内障的中医治疗方法有哪些。,0.25567010309278354,0.25363824872956126,0.060522691021306724,0.19958419467550728,0.028201487772056655
鼻孢子菌病的中医治疗方法有哪些。,0.3177083333333333,0.3157894687041552,0.08077543926871503,0.24210525817783946,0.024450122671097894
胃痛的中医治疗方法有哪些。,0.19087136929460582,0.18828451384560857,0.03966005166047459,0.13807530882468813,0.010959781699059102
肾下垂的中医治疗方法有哪些。,0.25333333333333335,0.25112107131201117,0.06395348338291007,0.17488788745550898,0.013464398435293883
肛门瘙痒症的中医治疗方法有哪些。,0.1935483870967742,0.19047618566240174,0.033277865294172114,0.14035087237919375,0.006778431055749548
病毒性肝炎甲型亚急性重型的中医治疗方法有哪些。,0.022675736961451247,0.018306631161498776,0.0,0.018306631161498776,0.0026012945334384164
转移性低钠血症的中医治疗方法有哪些。,0.1991341991341991,0.19650654528784742,0.04726735101065008,0.1222707374275855,0.01078295247627465
肛门直肠周围脓肿的中医治疗方法有哪些。,0.22844827586206892,0.22608695165822315,0.043604646189199125,0.18260869078865796,0.008702856534259682
角膜裂伤的中医治疗方法有哪些。,0.3578431372549019,0.3573200942580768,0.09677418858355905,0.2679900694441811,0.031738824491431235
多发性浆膜腔积液的中医治疗方法有哪些。,0.02403846153846154,0.019512190133850176,0.0,0.019512190133850176,0.0015267187919706126
人工晶状体偏位的中医治疗方法有哪些。,0.26586102719033233,0.26299693692524956,0.05520169353546053,0.18960244151240557,0.017222819805468158
涎腺良性肿瘤的中医治疗方法有哪些。,0.245,0.24242423744923997,0.07773851092603261,0.1868686818936844,0.01923585574496435
慢性腮腺炎的中医治疗方法有哪些。,0.1857451403887689,0.1830065311618989,0.0423600555932085,0.1220043525126615,0.009771197200922288
咽畸胎瘤的中医治疗方法有哪些。,0.1336405529953917,0.1305361256654769,0.021308975248131003,0.10722610235545361,0.0043925648009350855
鼻瓣区狭窄的中医治疗方法有哪些。,0.2288557213930348,0.22613064833312305,0.07244093988735853,0.20100502019241953,0.01580365616600167
枯否细胞肉瘤的中医治疗方法有哪些。,0.14757281553398055,0.15594541415668275,0.04483187545056033,0.12475633033602003,0.016889731217637306
维生素B1缺乏症(脚气病)的中医治疗方法有哪些。,0.03314917127071823,0.02793295592022809,0.0,0.02793295592022809,0.0029055185345483103
盘肠气痛的中医治疗方法有哪些。,0.2047930283224401,0.20219779737229812,0.06213017256538677,0.15824175341625424,0.011728856777875296
胆道诊断性影像异常的中医治疗方法有哪些。,0.233983286908078,0.23098591051775452,0.055555550794307684,0.14647886826423348,0.02747619349026653
心脏性猝死的中医治疗方法有哪些。,0.20140515222482436,0.1985815553621829,0.05961251367298888,0.1560283638728212,0.014371127526814098
儿童睡眠障碍的中医治疗方法有哪些。,0.2395543175487465,0.23661971336417387,0.0655737656961991,0.1802816851951598,0.023131574599819866
结膜瘢痕的中医治疗方法有哪些。,0.20246913580246917,0.1999999950151251,0.07933883802603679,0.18499999501512512,0.02912600167423457
酒精性脂肪肝的中医治疗方法有哪些。,0.02654867256637168,0.022321424343113044,0.0,0.022321424343113044,0.0018295009498494642
脑膜炎的中医治疗方法有哪些。,0.29708222811671087,0.2949061612328127,0.041450772211394794,0.20911527651431416,0.014146382743038291
乳痈的中医治疗方法有哪些。,0.24355971896955506,0.24113474688395967,0.05723369932287142,0.20330968778230482,0.01893615228916764
泪腺和泪道恶性肿瘤的中医治疗方法有哪些。,0.029055690072639227,0.024449872750642157,0.0,0.024449872750642157,0.0031951910959547845
净齿剂牙磨损的中医治疗方法有哪些。,0.25159914712153514,0.25751072462294394,0.04551538991772589,0.15021458728388826,0.020079273992108505
玻璃体积血的中医治疗方法有哪些。,0.31297709923664124,0.3100775146154078,0.06913579787227588,0.2325581347704466,0.019181227675926133
腹腔囊肿的中医治疗方法有哪些。,0.19747899159663865,0.19491524936692053,0.04597700650618532,0.16101694428217483,0.014381604262450743
老年性白内障莫干尼型的中医治疗方法有哪些。,0.03753351206434316,0.03252032030640272,0.0,0.03252032030640272,0.003910633022683395
静脉炎的中医治疗方法有哪些。,0.18859649122807018,0.1858407031996438,0.03493449287940592,0.14601769435008632,0.00850665611808023
慢性泪囊炎的中医治疗方法有哪些。,0.21608040201005024,0.21319796455603093,0.05263157395651234,0.15228425897227463,0.02235132470057213
急性肾小球肾炎的中医治疗方法有哪些。,0.25474254742547425,0.2520547895965473,0.061594197905114875,0.1863013649390131,0.03349222585582749
休克的中医治疗方法有哪些。,0.02941176470588235,0.02380951881395371,0.0,0.02380951881395371,0.002825839215855444
产后出血的中医治疗方法有哪些。,0.19213973799126638,0.18942730795474408,0.037302721006733756,0.15859030354945775,0.01701447850535634
骨不连的中医治疗方法有哪些。,0.1912350597609562,0.18875501517911014,0.05490195579054255,0.15261043686585715,0.012585501392235965
伤寒、副伤寒的中医治疗方法有哪些。,0.09929078014184398,0.09569377494562878,0.0030816591060406004,0.06698564097433704,0.005218773344116951
多因素分级系统的中医治疗方法有哪些。,0.027777777777777776,0.023364481086231265,0.0,0.023364481086231265,0.003880330491090924
咽囊肿的中医治疗方法有哪些。,0.23441396508728182,0.23173803029903126,0.03697478491711105,0.1108312292914747,0.01675843880753022
过敏性鼻炎的中医治疗方法有哪些。,0.023076923076923078,0.019379840075492486,0.0,0.019379840075492486,0.0024430106848596224
眼和附器部位腐蚀伤的中医治疗方法有哪些。,0.24728850325379612,0.24507658144017935,0.03883494646139942,0.16630196437234573,0.009909437154588908
眼球萎缩的中医治疗方法有哪些。,0.15450643776824033,0.15151514659948292,0.011235950058115151,0.12121211629645268,0.00670357754127938
声带息肉的中医治疗方法有哪些。,0.23222748815165878,0.22966506679608992,0.036303625387054235,0.2009569328247981,0.009326734788010346
贝赫切特氏综合征的中医治疗方法有哪些。,0.14893617021276595,0.14623655434847976,0.022922631156354463,0.11182795219794217,0.007408306354458342
小儿斜视的中医治疗方法有哪些。,0.14090019569471626,0.1380670562845218,0.036601302194883,0.1143984172312674,0.0057255413815201295
唇腭裂的中医治疗方法有哪些。,0.1764705882352941,0.17261904265376998,0.020040075381706435,0.1488095188442462,0.00802227797170707
视网膜出血的中医治疗方法有哪些。,0.17659137577002054,0.1739130387236433,0.03894297147521828,0.12422359772985458,0.007594847726575685
痔的中医治疗方法有哪些。,0.23448275862068965,0.232018556620604,0.050393695808246514,0.15777261694543002,0.007914617478357647
食管烧伤的中医治疗方法有哪些。,0.2363238512035011,0.23399557999015647,0.04249291285489068,0.14569535923960467,0.01577889799954267
骨和骨髓继发性恶性肿瘤的中医治疗方法有哪些。,0.06622516556291391,0.0626398160563342,0.0029239716092643855,0.0626398160563342,0.003222788421611525
视网膜色素变性的中医治疗方法有哪些。,0.12284069097888675,0.11992262572975339,0.0052840108912198935,0.08897485010112675,0.004000689848422344
网膜间皮瘤的中医治疗方法有哪些。,0.28307692307692306,0.28037382746285466,0.06083649792479316,0.21183800191768334,0.012995231112514672
慢性上颌窦炎的中医治疗方法有哪些。,0.24848484848484848,0.2453987680891265,0.06543966804103396,0.19018404416274615,0.03472217361664361
白点状视网膜变性的中医治疗方法有哪些。,0.32870370370370366,0.32710279885721466,0.10461537966087597,0.27102803250207447,0.04478849360361495
垂体卒中的中医治疗方法有哪些。,0.28874734607218683,0.286937896558561,0.0696378780238751,0.1884368258947495,0.039289559214327335
先天性肺动脉扩张的中医治疗方法有哪些。,0.2814814814814815,0.27999999506612505,0.04709575642151129,0.18999999506612514,0.0171236098919998
酒渣鼻性角膜炎的中医治疗方法有哪些。,0.14027149321266968,0.1369862964350203,0.024922113395785195,0.10502282611538566,0.009025212801283404
淋病合并症精囊炎的中医治疗方法有哪些。,0.23056300268096513,0.2276422714360207,0.051660511736972996,0.16260162102951667,0.019134027467233878
角膜擦伤的中医治疗方法有哪些。,0.232662192393736,0.23024830220872472,0.06779660528118438,0.16252821191527103,0.011452821140165008
头面血管瘤的中医治疗方法有哪些。,0.23132530120481928,0.2287104573766436,0.048309173772602486,0.18491483693868743,0.009894994727541876
三叉神经恶性肿瘤的中医治疗方法有哪些。,0.19638242894056848,0.19791666229383692,0.05081669231036831,0.10937499562717032,0.01107779778334394
喉软骨瘤的中医治疗方法有哪些。,0.2969187675070028,0.29461755880682783,0.06484641152209147,0.19830027835357011,0.019116498705595387
眼球突出的中医治疗方法有哪些。,0.21153846153846154,0.2093023205982965,0.036793687510071976,0.13953487873783146,0.009170959469986213
肝恶性肿瘤的中医治疗方法有哪些。,0.2560706401766005,0.25389754534471565,0.10059171109927023,0.20935411550061767,0.03541066425358967
断指再植的中医治疗方法有哪些。,0.26382978723404255,0.2618025702775885,0.07062146394251367,0.1845493513934684,0.01616013104650968
角膜云翳的中医治疗方法有哪些。,0.20985010706638113,0.20734340756247419,0.048850569719621664,0.13822893672014164,0.0111096694019755
肠系膜动脉供血不足的中医治疗方法有哪些。,0.2849604221635884,0.283422454894335,0.04761904262049431,0.17112298965369344,0.02726685089814818
胆胀的中医治疗方法有哪些。,0.066815144766147,0.06320541285693212,0.0,0.06320541285693212,0.002358732240246205
阴道痉挛的中医治疗方法有哪些。,0.14698162729658792,0.14361701632243112,0.01481480981509085,0.10638297376923972,0.006062192793081117
共同性斜视的中医治疗方法有哪些。,0.052757793764988015,0.05797100949567128,0.009771982098061825,0.05797100949567128,0.00484518205796329
上颌骨血管瘤的中医治疗方法有哪些。,0.2488479262672811,0.24651162295024348,0.05381165420981768,0.16744185550838306,0.014217668430202819
小肠肿瘤的中医治疗方法有哪些。,0.25165562913907286,0.24944320220197327,0.07355020716432396,0.18262805743582633,0.01536337716582272
单侧肺气肿的中医治疗方法有哪些。,0.2702702702702703,0.26747719873282777,0.11718749522247333,0.2127659525322199,0.06339886013303472
视神经脊髓炎的中医治疗方法有哪些。,0.17582417582417584,0.17294899731486094,0.03021147536477479,0.13747227891131328,0.00746286404484506
先天性肺动静脉畸形的中医治疗方法有哪些。,0.06563706563706564,0.06237816287541502,0.0025739976396126586,0.05458089192024939,0.0018102246906624509
儿童口吃的中医治疗方法有哪些。,0.27826086956521745,0.27631578452023703,0.055401657059683855,0.16666666171321962,0.020121839140322065
胆总管扩张的中医治疗方法有哪些。,0.20785219399538107,0.20512820017843864,0.04172875804957849,0.15384614889638737,0.007821049260472026
前置胎盘的中医治疗方法有哪些。,0.02680965147453083,0.02168021180661244,0.0,0.02168021180661244,0.0032601254464320263
穿透性心脏外伤的中医治疗方法有哪些。,0.21761658031088082,0.21465968099558685,0.06968640617410714,0.1727748642416602,0.022673835014157914
泡性结角膜炎的中医治疗方法有哪些。,0.2870813397129187,0.2850241496034914,0.06480117320507327,0.1932367099899649,0.018405513211852333
肝腹水的中医治疗方法有哪些。,0.24561403508771934,0.24365481742211867,0.07131782450506614,0.18781725397034207,0.020533789753445927
克隆氏病的中医治疗方法有哪些。,0.20134228187919462,0.199095017650642,0.03493449281838498,0.13122171448322129,0.009338330123469185
坐骨直肠窝脓肿的中医治疗方法有哪些。,0.3167701863354037,0.3144654038384558,0.08383233037717011,0.19496854849254394,0.045093329127449615
完全性大动脉转位的中医治疗方法有哪些。,0.028735632183908042,0.0233236101675333,0.0,0.0233236101675333,0.0033891439920619394
胃恶性淋巴瘤的中医治疗方法有哪些。,0.24742268041237114,0.24532224048582096,0.0591549246131724,0.17879417395775446,0.021882161311997453
皮肌炎的中医治疗方法有哪些。,0.024630541871921183,0.019900492544121434,0.0,0.019900492544121434,0.002717357509856167
边缘性龈炎的中医治疗方法有哪些。,0.1688888888888889,0.16591927763437847,0.032400584150304085,0.09417039871061177,0.007130321786527742
胃酸缺乏的中医治疗方法有哪些。,0.02331002331002331,0.01882352451476944,0.0,0.01882352451476944,0.002050204530990558
颧骨过窄的中医治疗方法有哪些。,0.23348017621145375,0.23111110615466676,0.06751054352606557,0.18666666171022236,0.014107736973508908
先天性乳糖酶缺乏症的中医治疗方法有哪些。,0.029411764705882356,0.02380951884424707,0.0,0.02380951884424707,0.003619295192972338
苯丙酮尿症的中医治疗方法有哪些。,0.03181818181818182,0.027522930916169534,0.0,0.027522930916169534,0.002749881583627138
双侧腹股沟直疝伴梗阻的中医治疗方法有哪些。,0.10893246187363835,0.10549450053124043,0.017673043611307126,0.07912087415761412,0.006388802986244816
晕动症的中医治疗方法有哪些。,0.19354838709677422,0.19088936600392445,0.03886397108425508,0.1344902336828833,0.010485048876265396
开放性颧骨骨折的中医治疗方法有哪些。,0.20454545454545453,0.20183485759837144,0.0699088096462527,0.16055045392864672,0.01471494068016343
尿路感染的中医治疗方法有哪些。,0.02727272727272727,0.022935774850602875,0.0,0.022935774850602875,0.0020339147267036573
中暑的中医治疗方法有哪些。,0.16941176470588235,0.16627077892722353,0.01910827525888605,0.13301662215762738,0.006918624756604224
玻璃体再积血的中医治疗方法有哪些。,0.15384615384615385,0.1513944174194062,0.02091502770948044,0.10756971622418715,0.008350486010597298
男性更年期综合症的中医治疗方法有哪些。,0.2323462414578588,0.23798626523027308,0.03773584415166025,0.19679633388015869,0.016958618038748943
胆囊管结石的中医治疗方法有哪些。,0.3202099737532808,0.3183023822898916,0.09120520681126618,0.2599469446241091,0.03459243511823896
慢性化脓性中央性颌骨骨髓炎的中医治疗方法有哪些。,0.28125,0.2796833724298773,0.0723327258411626,0.1794195201871333,0.030006800260736217
滑膜肉瘤的中医治疗方法有哪些。,0.2542787286063569,0.26108373886286984,0.06329113453738418,0.1822660048727221,0.017503284968008535
人格障碍的中医治疗方法有哪些。,0.2309197651663405,0.22879683936447923,0.07581698849584381,0.157790922204716,0.017300817611958768
头部恶性肿瘤的中医治疗方法有哪些。,0.17928286852589642,0.17670682246536362,0.05149050993393898,0.13654617989508253,0.013986206561241141
导管乳头状瘤的中医治疗方法有哪些。,0.20134228187919462,0.1986455932127044,0.03188405299727026,0.13995484829171123,0.011440287038994435
眼眶血管恶性肿瘤的中医治疗方法有哪些。,0.025423728813559324,0.021413271374348272,0.0,0.021413271374348272,0.002065960626821113
双侧股疝伴坏疽的中医治疗方法有哪些。,0.028328611898017,0.022922631128809542,0.0,0.022922631128809542,0.0035142760711358786
股动脉损伤的中医治疗方法有哪些。,0.29698375870069604,0.29508196221445854,0.07503607006990157,0.1967213064767537,0.02173495496034395
心房颤动的中医治疗方法有哪些。,0.17916666666666664,0.17647058350231282,0.04712812467004071,0.1596638608132372,0.006105613380694228
禽流感的中医治疗方法有哪些。,0.031152647975077885,0.025236588386391416,0.0,0.025236588386391416,0.0042043145940492835
大疱性鼓膜炎的中医治疗方法有哪些。,0.2198952879581152,0.21693121203325788,0.046931403252486494,0.17989417499622087,0.012702725023814022
动脉栓塞的中医治疗方法有哪些。,0.2629107981220657,0.2612826553670991,0.05663188770147587,0.2042755294763628,0.013948637464429797
肺部结节的中医治疗方法有哪些。,0.215,0.21212120716253455,0.06779660517000899,0.15656565160697902,0.023346217869607062
胆囊切除术后综合征的中医治疗方法有哪些。,0.029940119760479042,0.02424241930192938,0.0,0.02424241930192938,0.004214650349711615
颊系带附着异常的中医治疗方法有哪些。,0.23736263736263735,0.23503325458478583,0.059790727470267035,0.16851440757813396,0.013387869277119616
隐孢子虫病的中医治疗方法有哪些。,0.2754491017964072,0.27272726802112035,0.0652591128718214,0.20606060135445375,0.013127071745323935
代偿性肺过度充气的中医治疗方法有哪些。,0.20806794055201697,0.20556744700172877,0.05294117149762158,0.1670235497854547,0.0116945361583512
牙源性角化囊肿的中医治疗方法有哪些。,0.045685279187817264,0.04102563649901431,0.0,0.04102563649901431,0.0019439987339309865
舌囊肿的中医治疗方法有哪些。,0.26424870466321243,0.2624671866088,0.07732864174906831,0.18897637296050607,0.031126368564794473
睡眠呼吸障碍的中医治疗方法有哪些。,0.2971428571428571,0.294797683128571,0.030476186124191097,0.20231213399562312,0.012469013947385001
高血压病2级(高危)的中医治疗方法有哪些。,0.19767441860465118,0.19411764207975793,0.04206500473222274,0.1352941126679933,0.014317392971136935
早发性近视的中医治疗方法有哪些。,0.2095588235294118,0.2074074024502745,0.041871916182539604,0.17037036541323747,0.010656844269227068
先天性食管裂孔疝的中医治疗方法有哪些。,0.12955465587044532,0.12678936115272205,0.019746116312732393,0.11042944295231305,0.006619495199879906
自身免疫性肝炎的中医治疗方法有哪些。,0.1719077568134172,0.1691331875081015,0.03193032885379069,0.11839322979139963,0.009699685534422322
皮毛肺的中医治疗方法有哪些。,0.0316622691292876,0.026666661670969826,0.0,0.026666661670969826,0.003583047398179065
胃交界性肿瘤的中医治疗方法有哪些。,0.03519061583577712,0.029673585504848114,0.0,0.029673585504848114,0.0037285265378020687
铍中毒的中医治疗方法有哪些。,0.2685185185185185,0.26635513520263787,0.06373292367992192,0.1728971912774043,0.023810735460625974
局灶性脉络膜视网膜炎的中医治疗方法有哪些。,0.20654911838790932,0.20408162769067587,0.05280527552827112,0.17346938279271673,0.03049540935116647
纤维瘤病的中医治疗方法有哪些。,0.02891566265060241,0.02433089525896823,0.0,0.02433089525896823,0.0027226000789651425
开放性唇部损伤的中医治疗方法有哪些。,0.02729044834307992,0.023622042513873474,0.0,0.023622042513873474,0.0020273855760004167
鼻疱疹的中医治疗方法有哪些。,0.02255639097744361,0.018939389140913174,0.0,0.018939389140913174,0.001949243837983948
人工晶状体全脱位的中医治疗方法有哪些。,0.21276595744680854,0.21002386135485684,0.042692934269591094,0.14797135538826978,0.013202113339154829
眼脸烧伤的中医治疗方法有哪些。,0.13468013468013468,0.1296928277813372,0.021551719379552924,0.12286688921478432,0.008958278703621333
冠折露髓(复杂冠折)的中医治疗方法有哪些。,0.1662049861495845,0.16246498107384147,0.018484283675538716,0.15686274017748292,0.007047375749852667
脉络膜黑色素瘤的中医治疗方法有哪些。,0.1862348178137652,0.19144602364931299,0.042895437364424964,0.13849286682650247,0.010234765146853531
眼睑红斑狼疮的中医治疗方法有哪些。,0.15072463768115943,0.14662756140384084,0.03592813948565992,0.1290322534859523,0.011064711850384058
颞下颌关节急性滑膜炎的中医治疗方法有哪些。,0.024937655860349125,0.020151128604332165,0.0,0.020151128604332165,0.002269879517297675
臂丛神经血管受压症的中医治疗方法有哪些。,0.2212189616252822,0.21867881052153124,0.059880234523827014,0.17767653261720326,0.017545288618160675
分流性高胆红素血症综合征的中医治疗方法有哪些。,0.022922636103151862,0.017391299383156218,0.0,0.017391299383156218,0.0028952738726949734
持续性枕后位枕横位的中医治疗方法有哪些。,0.17687074829931973,0.17391303874534625,0.044374004636818315,0.14187642547303506,0.009797411184035414
春季卡他性结膜炎的中医治疗方法有哪些。,0.2768361581920904,0.2742857093720817,0.07312613787406158,0.18285713794351033,0.02257359560506533
室性期前收缩的中医治疗方法有哪些。,0.17630853994490361,0.17270194493928523,0.032200352841293516,0.12256266917326855,0.01160037995878646
阴虱病的中医治疗方法有哪些。,0.19913419913419914,0.19650654543801618,0.03221082962728028,0.15283842316727386,0.005865953353787756
急性喉气管炎的中医治疗方法有哪些。,0.16371681415929204,0.16071428078164876,0.03587443446243152,0.11160713792450597,0.009818260370810664
胰源性腹泻的中医治疗方法有哪些。,0.1805869074492099,0.17767653266971437,0.039097739369145304,0.1230068287972771,0.009156839726940818
宫颈囊肿的中医治疗方法有哪些。,0.18811881188118812,0.18499999505000014,0.030405400409058526,0.1349999950500002,0.005725931798613758
结节性红斑的中医治疗方法有哪些。,0.12698412698412698,0.12332439179322807,0.013628615134270999,0.12332439179322807,0.006631438168913316
双生牙的中医治疗方法有哪些。,0.02185792349726776,0.016574580635971108,0.0,0.016574580635971108,0.002780062873805133
大便失禁的中医治疗方法有哪些。,0.033816425120772944,0.029268287735396435,0.0,0.029268287735396435,0.003106215234936787
尺桡骨干双骨折的中医治疗方法有哪些。,0.15503875968992248,0.1514360263687122,0.03220035279917896,0.1253263657942997,0.016223485415165637
咯血的中医治疗方法有哪些。,0.24593967517401394,0.2435597141584718,0.0575757526687332,0.1686182621678396,0.010966529206197092
乳酸性酸中毒的中医治疗方法有哪些。,0.025210084033613446,0.02123141753616445,0.0,0.02123141753616445,0.002377832422830828
小肠溃疡的中医治疗方法有哪些。,0.19693654266958424,0.19426048071458865,0.03938114830743,0.14569535930178518,0.007309300183889122
沥青中毒的中医治疗方法有哪些。,0.15646258503401358,0.15172413327443535,0.02625820145636389,0.15172413327443535,0.009968079049034594
白喉的中医治疗方法有哪些。,0.24064171122994657,0.2378378330715852,0.07355516146570557,0.16216215739590956,0.019557440050939803
三尖瓣闭锁的中医治疗方法有哪些。,0.1708542713567839,0.16751268535648964,0.03372680784498252,0.1269035483006521,0.012282894221027161
肛门括约肌松弛的中医治疗方法有哪些。,0.11920529801324503,0.1158129126809889,0.03183791107022138,0.09799554074334973,0.008173716513020216
嗜铬细胞瘤的中医治疗方法有哪些。,0.027247956403269755,0.022038562499526817,0.0,0.022038562499526817,0.003369134503197597
水火烫伤的中医治疗方法有哪些。,0.024875621890547265,0.020151128787570343,0.0,0.020151128787570343,0.0020537408710095593
先天性唾液腺缺失的中医治疗方法有哪些。,0.02092050209205021,0.016877632319163186,0.0,0.016877632319163186,0.002232654952075666
狐惑的中医治疗方法有哪些。,0.10105263157894737,0.09766453885440494,0.015015010118904283,0.09341825435334339,0.004302100011805711
迟萌的中医治疗方法有哪些。,0.09433962264150943,0.090692119128964,0.012618291554052651,0.08591884943922655,0.0048618672270506124
高血压的中医治疗方法有哪些。,0.02652519893899204,0.021563337462239818,0.0,0.021563337462239818,0.003002175766625429
慢性单纯性鼻炎的中医治疗方法有哪些。,0.3133159268929504,0.3121693072146637,0.0845070372783181,0.2169312119765685,0.044552023936687224
低张性缺氧的中医治疗方法有哪些。,0.04154302670623145,0.03603603107936834,0.0,0.03603603107936834,0.0038265538587487664
氨氯地平中毒的中医治疗方法有哪些。,0.21698113207547168,0.21428570933106586,0.03091189611059565,0.17142856647392307,0.009477789560760671
登革热的中医治疗方法有哪些。,0.12162162162162161,0.11791382756361823,0.015432093960525806,0.07709750103300608,0.004563075580744651
姿态性腰腿痛的中医治疗方法有哪些。,0.20151133501259444,0.19897958684142036,0.04137930537360346,0.15816326031080816,0.016718363667117944
胆道蛔虫病的中医治疗方法有哪些。,0.17634408602150536,0.17353578681353857,0.03254437370037016,0.13449023366820237,0.00849845178962065
角膜烧伤的中医治疗方法有哪些。,0.30724637681159417,0.3049853322589245,0.0689655123243998,0.20527858739088944,0.022789061885581163
颈部良性肿瘤的中医治疗方法有哪些。,0.2367864693446089,0.23454157284991442,0.04632152088689555,0.14498933404394432,0.019111226890830328
先天性二尖瓣瓣上狭窄的中医治疗方法有哪些。,0.26229508196721313,0.2644628052598108,0.06093189485027209,0.18181817716063728,0.025278227582212126
上颌高位阻生第三磨牙的中医治疗方法有哪些。,0.032786885245901634,0.026578068114039403,0.0,0.026578068114039403,0.00446407788567862
高度近视的中医治疗方法有哪些。,0.037267080745341616,0.03340291777406902,0.0,0.03340291777406902,0.002993274556069561
淋球菌性新生儿眼炎的中医治疗方法有哪些。,0.2588235294117647,0.255952375952381,0.08627450482883535,0.1607142807142859,0.03888818985777234
上唇恶性肿瘤的中医治疗方法有哪些。,0.031413612565445025,0.026455021478682943,0.0,0.026455021478682943,0.0037405324900546986
脐疝伴梗阻的中医治疗方法有哪些。,0.14563106796116507,0.142857137866971,0.01791044280129342,0.11822659599504984,0.00492045171478889
前列腺结石的中医治疗方法有哪些。,0.028011204481792715,0.02266288465809155,0.0,0.02266288465809155,0.003639078338628282
脊髓肿瘤的中医治疗方法有哪些。,0.2735042735042735,0.272727267757632,0.07531380254197265,0.16883116386152822,0.024621029684964744
百日咳的中医治疗方法有哪些。,0.16400911161731208,0.16091953554382363,0.033536580472933494,0.1195402251989961,0.010038434333474093
真性小眼球的中医治疗方法有哪些。,0.2181818181818182,0.21522309211868215,0.043399633378874314,0.17322834146251417,0.011702370421577195
轴性近视的中医治疗方法有哪些。,0.02949852507374631,0.023880592052395774,0.0,0.023880592052395774,0.003843085579472034
蜗窗闭锁的中医治疗方法有哪些。,0.19679633867276888,0.194444439483132,0.03395061228471344,0.15740740244609497,0.008448984683273823
坐骨直肠窝脓肿的中医治疗方法有哪些。,0.24456521739130435,0.24242423742519115,0.059813079190567275,0.17630853494585236,0.01587406100474086
单纯疱疹病毒性眼病的中医治疗方法有哪些。,0.20179372197309414,0.1990950178702321,0.04769001003027318,0.14932126221412353,0.008367958729973642
食管胸膜瘘的中医治疗方法有哪些。,0.17813765182186236,0.17551019910295726,0.042328037328182896,0.09795917869479408,0.016081708743706097
中风的中医治疗方法有哪些。,0.028368794326241134,0.023866343469450407,0.0,0.023866343469450407,0.0030594861148260408
营养代谢障碍疾病的中医治疗方法有哪些。,0.28125,0.2792792743085992,0.05633802316964933,0.2297297247590497,0.012639532704357997
唇疼的中医治疗方法有哪些。,0.10309278350515463,0.09756097074384805,0.01435406235754825,0.0905923296288655,0.007628919743321201
疑病症的中医治疗方法有哪些。,0.24282560706401768,0.24161073328568797,0.048920858309446195,0.1387024558807663,0.014094787508920435
